id	item_group_id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	availability	shipping_weight	brand	mpn	condition	product_type	google_product_category	identifier_exists	is_bundle	size	gender	age_group	color	retailgroupcode	categorypath	gtin
12622	C16SOUTH	South Beach Vip Cotton Pant	South Beach Vip Cotton Pant	http://ecommercedemo.sparity.com/south-beach-cotton-vip-pant.html?utm_source=google_shopping&m=configurable&134=13&aid=12622	http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png	http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png,http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SOUTH_S	New	Apparel	 	TRUE	FALSE	Adult S	female	adult	pink	C16	 	638529893775
12623	C16SOUTH	South Beach Vip Cotton Pant	South Beach Vip Cotton Pant	http://ecommercedemo.sparity.com/south-beach-cotton-vip-pant.html?utm_source=google_shopping&m=configurable&134=14&aid=12623	http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png	http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png,http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SOUTH_XL	New	Apparel	 	TRUE	FALSE	Adult XL	female	adult	pink	C16	 	638529893782
12624	C16SOUTH	South Beach Vip Cotton Pant	South Beach Vip Cotton Pant	http://ecommercedemo.sparity.com/south-beach-cotton-vip-pant.html?utm_source=google_shopping&m=configurable&134=19&aid=12624	http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png	http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png,http://ecommercedemo.sparity.com/media/catalog/product/C/1/C16SOUTH_2.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SOUTH_XS	New	Apparel	 	TRUE	FALSE	Adult XS	female	adult	pink	C16	 	638529893799
2941	 	Pink Seersucker VIP Pant	Make a statement with our one-of-a-kind Seersucker pants. Our premium women's pant. Features front accent pocket, stylish cuff, and 2-button false fly Satin tie and inner-waistband complete this stylish pant. Constructed from lightweight 3.6oz cotton sheeting. Sized Adult XS-XXL.	http://ecommercedemo.sparity.com/cotton-candy-pink-ss-vip-pant.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SPK	New	Apparel	 	TRUE	FALSE	Adult 2X, Adult L, Adult M, Adult S, Adult XL, Adult XS	female	adult	pink	C16	 	 
12625	C16SPK	Cot Candy Pink Seskr Pant	Cot Candy Pink Seskr Pant	http://ecommercedemo.sparity.com/cotton-candy-pink-ss-vip-pant.html?utm_source=google_shopping&m=configurable&134=10&aid=12625	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SPK_2X	New	Apparel	 	TRUE	FALSE	Adult 2X	female	adult	pink	C16	 	638529872053
12626	C16SPK	Cot Candy Pink Seskr Pant	Cot Candy Pink Seskr Pant	http://ecommercedemo.sparity.com/cotton-candy-pink-ss-vip-pant.html?utm_source=google_shopping&m=configurable&134=11&aid=12626	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SPK_L	New	Apparel	 	TRUE	FALSE	Adult L	female	adult	pink	C16	 	638529872039
12627	C16SPK	Cot Candy Pink Seskr Pant	Cot Candy Pink Seskr Pant	http://ecommercedemo.sparity.com/cotton-candy-pink-ss-vip-pant.html?utm_source=google_shopping&m=configurable&134=12&aid=12627	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SPK_M	New	Apparel	 	TRUE	FALSE	Adult M	female	adult	pink	C16	 	638529872022
12628	C16SPK	Cot Candy Pink Seskr Pant	Cot Candy Pink Seskr Pant	http://ecommercedemo.sparity.com/cotton-candy-pink-ss-vip-pant.html?utm_source=google_shopping&m=configurable&134=13&aid=12628	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SPK_S	New	Apparel	 	TRUE	FALSE	Adult S	female	adult	pink	C16	 	638529872015
12629	C16SPK	Cot Candy Pink Seskr Pant	Cot Candy Pink Seskr Pant	http://ecommercedemo.sparity.com/cotton-candy-pink-ss-vip-pant.html?utm_source=google_shopping&m=configurable&134=14&aid=12629	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SPK_XL	New	Apparel	 	TRUE	FALSE	Adult XL	female	adult	pink	C16	 	638529872046
12630	C16SPK	Cot Candy Pink Seskr Pant	Cot Candy Pink Seskr Pant	http://ecommercedemo.sparity.com/cotton-candy-pink-ss-vip-pant.html?utm_source=google_shopping&m=configurable&134=19&aid=12630	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16spk.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SPK_XS	New	Apparel	 	TRUE	FALSE	Adult XS	female	adult	pink	C16	 	638529872008
2942	 	Blue Seersucker VIP Pant	Make a statement with our one-of-a-kind Seersucker pants. Our premium women's pant. Features front accent pocket, stylish cuff, and 2-button false fly Satin tie and inner-waistband complete this stylish pant. Constructed from lightweight 3.6oz cotton sheeting. Sized Adult XS-XXL.	http://ecommercedemo.sparity.com/set-sail-blue-seskr-vip-pant.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SSSB	New	Apparel	 	TRUE	FALSE	Adult 2X, Adult L, Adult M, Adult S, Adult XL, Adult XS	female	adult	sky blue	C16	 	 
12631	C16SSSB	Set Sail Blue Seskr Pant	Set Sail Blue Seskr Pant	http://ecommercedemo.sparity.com/set-sail-blue-seskr-vip-pant.html?utm_source=google_shopping&m=configurable&134=10&aid=12631	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SSSB_2X	New	Apparel	 	TRUE	FALSE	Adult 2X	female	adult	sky blue	C16	 	638529871995
12632	C16SSSB	Set Sail Blue Seskr Pant	Set Sail Blue Seskr Pant	http://ecommercedemo.sparity.com/set-sail-blue-seskr-vip-pant.html?utm_source=google_shopping&m=configurable&134=11&aid=12632	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SSSB_L	New	Apparel	 	TRUE	FALSE	Adult L	female	adult	sky blue	C16	 	638529871971
12633	C16SSSB	Set Sail Blue Seskr Pant	Set Sail Blue Seskr Pant	http://ecommercedemo.sparity.com/set-sail-blue-seskr-vip-pant.html?utm_source=google_shopping&m=configurable&134=12&aid=12633	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SSSB_M	New	Apparel	 	TRUE	FALSE	Adult M	female	adult	sky blue	C16	 	638529871964
12634	C16SSSB	Set Sail Blue Seskr Pant	Set Sail Blue Seskr Pant	http://ecommercedemo.sparity.com/set-sail-blue-seskr-vip-pant.html?utm_source=google_shopping&m=configurable&134=13&aid=12634	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SSSB_S	New	Apparel	 	TRUE	FALSE	Adult S	female	adult	sky blue	C16	 	638529871957
12635	C16SSSB	Set Sail Blue Seskr Pant	Set Sail Blue Seskr Pant	http://ecommercedemo.sparity.com/set-sail-blue-seskr-vip-pant.html?utm_source=google_shopping&m=configurable&134=14&aid=12635	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SSSB_XL	New	Apparel	 	TRUE	FALSE	Adult XL	female	adult	sky blue	C16	 	638529871988
12636	C16SSSB	Set Sail Blue Seskr Pant	Set Sail Blue Seskr Pant	http://ecommercedemo.sparity.com/set-sail-blue-seskr-vip-pant.html?utm_source=google_shopping&m=configurable&134=19&aid=12636	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png,http://ecommercedemo.sparity.com/media/catalog/product/c/1/c16sssb.png	32.99 USD	 	 	in stock	0.50 lb	Boxercraft	C16SSSB_XS	New	Apparel	 	TRUE	FALSE	Adult XS	female	adult	sky blue	C16	 	638529871940
3116	 	New Neon Cotton Bitty Boxer	Our best fitting women's boxer! Features a 1" inseam, imprintable elastic band, false fly with buttons and comfy fit. Constructed from 4 oz cotton sheeting. Sized Adult XS-XL. Junior Fit. Print locations include inside band print, thigh print, or butt print.	http://ecommercedemo.sparity.com/new-neon-cotton-bitty-boxer-12961.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NEON-2.png	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NEON-2.png	15.99 USD	8.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.20 lb	Boxercraft	C40NEON-2	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Adult S	 	 	 	C40	WOMEN > SLEEP + LOUNGE > Bottoms > Shorts,FEATURED > SALE > Women	 
12764	C40NEON-2	New Neon Cotton Bitty Boxer	New Neon Cotton Bitty Boxer	http://ecommercedemo.sparity.com/new-neon-cotton-bitty-boxer-12961.html?utm_source=google_shopping&m=configurable&134=13&aid=12764	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NEON-2.png	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NEON-2.png	15.99 USD	8.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.20 lb	Boxercraft	C40NEON-2_S	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Adult S	 	 	 	C40	WOMEN > SLEEP + LOUNGE > Bottoms > Shorts,FEATURED > SALE > Women	638529898527
3117	 	New Navy and Light Blue Bitty Boxer	Our best fitting women's boxer! Features a 1" inseam, imprintable elastic band, false fly with buttons and comfy fit. Constructed from 4 oz cotton sheeting. Sized Adult XS-XL. Junior Fit. Print locations include inside band print, thigh print, or butt print.	http://ecommercedemo.sparity.com/new-navy-lt-blue-bitty-boxer.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NLB-2.png	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NLB-2.png	15.99 USD	8.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.20 lb	Boxercraft	C40NLB-2	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Adult XL	 	 	 	C40	FEATURED > SALE > Women	 
12770	C40NLB-2	New Navy/Lt Blue Bitty Boxer	New Navy/Lt Blue Bitty Boxer	http://ecommercedemo.sparity.com/new-navy-lt-blue-bitty-boxer.html?utm_source=google_shopping&m=configurable&134=14&aid=12770	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NLB-2.png	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40NLB-2.png	15.99 USD	8.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.20 lb	Boxercraft	C40NLB-2_XL	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Adult XL	 	 	 	C40	FEATURED > SALE > Women	638529898633
3119	 	Paradise Cotton Bitty Boxer	Our best fitting women's boxer! Features a 1" inseam, imprintable elastic band, false fly with buttons and comfy fit. Constructed from 4 oz cotton sheeting. Sized Adult XS-XL. Junior Fit. Print locations include inside band print, thigh print, or butt print.	http://ecommercedemo.sparity.com/paradise-cotton-bitty-boxer.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40PARA.png	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40PARA.png	15.99 USD	8.00 USD	2017-01-03T00:00:00-05:00/2018-07-07T23:59:59-04:00	in stock	0.20 lb	Boxercraft	C40PARA	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Adult L	 	 	 	C40	FEATURED > SALE > Women	 
12777	C40PARA	Paradise Cotton Bitty Boxer	Paradise Cotton Bitty Boxer	http://ecommercedemo.sparity.com/paradise-cotton-bitty-boxer.html?utm_source=google_shopping&m=configurable&134=11&aid=12777	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40PARA.png	http://ecommercedemo.sparity.com/media/catalog/product/C/4/C40PARA.png	15.99 USD	8.00 USD	2017-01-03T00:00:00-05:00/2018-07-07T23:59:59-04:00	in stock	0.20 lb	Boxercraft	C40PARA_L	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Adult L	 	 	 	C40	FEATURED > SALE > Women	638529898558
3209	 	Hot Spot Fuchsia VIP Pant	Make a statement with our one-of-a-kind VIP lounge pants.	http://ecommercedemo.sparity.com/hot-spot-fuchsia-vip-pant.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png,http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	32.99 USD	 	 	in stock	0.70 lb	Boxercraft	F16ADOT-F	New	Apparel	 	TRUE	FALSE	Adult 2X, Adult L, Adult M, Adult S, Adult XL, Adult XS	female	adult	fuschia	F16	 	 
12812	F16ADOT-F	Fuchsia Polka Dot W/ Zebra	Fuchsia Polka Dot W/ Zebra	http://ecommercedemo.sparity.com/hot-spot-fuchsia-vip-pant.html?utm_source=google_shopping&m=configurable&134=10&aid=12812	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png,http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	32.99 USD	 	 	in stock	0.70 lb	Boxercraft	F16ADOT-F_2X	New	Apparel	 	TRUE	FALSE	Adult 2X	female	adult	fuschia	F16	 	638529902149
12813	F16ADOT-F	Fuchsia Polka Dot W/ Zebra	Fuchsia Polka Dot W/ Zebra	http://ecommercedemo.sparity.com/hot-spot-fuchsia-vip-pant.html?utm_source=google_shopping&m=configurable&134=11&aid=12813	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png,http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	32.99 USD	 	 	in stock	0.70 lb	Boxercraft	F16ADOT-F_L	New	Apparel	 	TRUE	FALSE	Adult L	female	adult	fuschia	F16	 	638537670849
12814	F16ADOT-F	Fuchsia Polka Dot W/ Zebra	Fuchsia Polka Dot W/ Zebra	http://ecommercedemo.sparity.com/hot-spot-fuchsia-vip-pant.html?utm_source=google_shopping&m=configurable&134=12&aid=12814	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png,http://ecommercedemo.sparity.com/media/catalog/product/F/1/F16ADOT-F_2.png	32.99 USD	 	 	in stock	0.70 lb	Boxercraft	F16ADOT-F_M	New	Apparel	 	TRUE	FALSE	Adult M	female	adult	fuschia	F16	 	638537670733
